Id,modularity_class,strength
refract,43,61583
headlight,43,61436
blind,43,60677
mask,43,58720
red,43,56511
waveguid,43,55373
shade,43,53392
focus,43,52987
distort,43,45999
microwav,43,45864
fluoresc,43,43618
focu,43,43140
white,43,39727
patch,43,37018
focal,43,36440
sight,43,35038
spectral,43,33251
lens,43,32351
scanner,43,31887
dark,43,31660
projector,43,31349
contrast,43,31166
photon,43,30669
fog,43,29452
transluc,43,27789
pane,43,25383
readout,43,24609
photosensit,43,24592
quantum,43,24177
grate,43,23344
diverg,43,22027
clearli,43,21863
imping,43,21853
photodiod,43,21091
opaqu,43,20968
electroopt,43,20894
photodetector,43,20656
blue,43,20037
azimuth,43,19912
photo,43,19404
lcd,43,19301
backlight,43,18340
coher,43,18030
circularli,43,17803
redirect,43,17419
millimet,43,16740
cmo,43,16279
colour,43,16276
dot,43,15877
dim,43,15521
dip,43,15052
zoom,43,14693
tunabl,43,14334
lighttransmit,43,14156
collim,43,12634
daytim,43,12423
luminesc,43,12067
headup,43,11978
dipol,43,11792
prism,43,11544
flicker,43,11165
visor,43,10793
optoelectron,43,10298
parabol,43,9751
lightreceiv,43,9531
ole,43,9168
eman,43,9153
wideangl,43,8908
splitter,43,8513
avalanch,43,8376
ghz,43,8342
magnif,43,7872
yellow,43,7706
glare,43,7448
subpixel,43,7352
backsid,43,7195
incandesc,43,6862
phosphoresc,43,5475
telephoto,43,5435
timeofflight,43,5396
lit,43,5363
holograph,43,5163
fw,43,5154
invis,43,4582
onchip,43,4496
lightshield,43,4467
ft,43,4263
triplet,43,4129
backscatt,43,3911
luminair,43,3845
tof,43,3634
flashlight,43,3483
retroreflect,43,3434
fov,43,3400
shine,43,3389
lighttransmiss,43,3246
crosstalk,43,3240
flasher,43,3189
tint,43,3178
guest,43,3107
hud,43,2914
multicolor,43,2906
roadtraff,43,2816
dazzl,43,2799
microstrip,43,2779
ornament,43,2755
photocel,43,2672
chromat,43,2631
polaris,43,2599
spectra,43,2566
nearinfrar,43,2533
photosensor,43,2516
blink,43,2500
nighttim,43,2339
fieldofview,43,2262
photodetect,43,2246
facet,43,2115
pupil,43,2029
antidazzl,43,2027
daylight,43,2023
offaxi,43,2012
hologram,43,1907
multiband,43,1822
semitranspar,43,1718
aspher,43,1676
birefring,43,1671
millimeterwav,43,1634
strobe,43,1623
interferomet,43,1616
lightguid,43,1480
ftfw,43,1368
ledbas,43,1295
rgb,43,1272
spotlight,43,1249
exciplex,43,1161
bragg,43,1138
abb,43,1129
amber,43,1123
radom,43,1122
microlen,43,989
lightreflect,43,988
dimmer,43,975
fmcw,43,899
antiglar,43,880
spad,43,839
cholester,43,829
specular,43,781
highbeam,43,762
ellipsoid,43,718
photocurr,43,671
microlens,43,605
lowbeam,43,508
nontranspar,43,481
subarray,43,470
paraboloid,43,464
photochrom,43,461
fresnel,43,422
interpixel,43,417
photoluminesc,43,414
ppolar,43,396
nonvis,43,387
multibeam,43,371
xenon,43,366
monopol,43,362
hue,43,331
tintabl,43,331
snooper,43,329
laserbas,43,321
onaxi,43,312
lightabsorb,43,305
pic,43,296
cie,43,277
qubit,43,248
neon,43,240
laserweld,43,227
outcoupl,43,218
highintens,43,213
lenticular,43,164
semireflect,43,159
uvc,43,133
retroreflector,43,118
dualpolar,43,116
vaniti,43,112
birdsey,43,105
darker,43,63
hid,43,61
electrodeless,43,58
violet,43,56
gamut,43,56
swir,43,55
incoher,43,54
luminos,43,53
slm,43,52
lightsourc,43,52
colorless,43,51
lightemiss,43,50
ldd,43,50
adjust,44,3514804
angl,44,1736133
degre,44,1001207
approxim,44,213984
freedom,44,81080
postur,44,70175
theta,44,6301
celsiu,44,2098
obtus,44,1418
angleadjust,44,1043
dof,44,837
nineti,44,259
fahrenheit,44,143
centigrad,44,125
subtend,44,59
differ,84,3858201
potenti,84,670498
devic,45,17845791
pen,45,3444
announc,45,2410
devicei,45,1315
fromto,45,729
lossi,45,651
crime,45,649
powerconsum,45,448
motherboard,45,389
retri,45,369
knive,45,358
dimmabl,45,308
preregist,45,305
trainabl,45,283
devicesid,45,279
liquidcryst,45,275
camouflag,45,269
networksid,45,246
touchpad,45,242
deviceand,45,242
legitim,45,226
stackedlay,45,218
dram,45,183
resuscit,45,176
scribe,45,171
cannula,45,169
spd,45,169
getter,45,168
sutur,45,168
onresist,45,166
ieee,45,158
comment,45,119
interdevic,45,113
shaper,45,112
flexion,45,107
percuss,45,107
suppl,45,104
servicerel,45,103
electrowet,45,55
device,45,52
eh,45,52
onscreen,45,51
hemt,45,50
nomad,45,50
chang,46,3108170
upon,46,1252074
depend,46,805288
vari,46,581567
preselect,46,34840
changeabl,46,19424
part,47,5629910
draw,47,706294
figur,47,445778
vehiclesolut,47,46824
devicesolut,47,9737
batterysolut,47,7204
systemsolut,47,3553
vehicleselect,47,3464
valueselect,47,2433
stateselect,47,2421
directionselect,47,2266
statesolut,47,1737
powersolut,47,1678
bodysolut,47,1328
partselect,47,1180
structuresolut,47,1161
collisionsolut,47,1158
operationsolut,47,983
unitsolut,47,953
batteryselect,47,836
consumptionsolut,47,817
unitselect,47,801
deviceselect,47,715
modeselect,47,665
timeselect,47,651
machinesolut,47,569
aselect,47,541
methodsolut,47,528
vehiclessolut,47,524
bselect,47,510
motorselect,47,485
partsolut,47,484
powerselect,47,422
informationselect,47,419
sideselect,47,353
otherselect,47,332
usersolut,47,300
controlselect,47,289
speedselect,47,285
positionselect,47,281
thresholdselect,47,279
engineselect,47,262
bodyselect,47,216
amountselect,47,207
moreselect,47,100
multipl,48,1623989
singl,48,1178229
independ,48,1124438
individu,48,622485
common,48,603868
stage,48,456511
doubl,48,323991
dual,48,245688
ie,48,210448
string,48,74084
divers,48,45913
commonli,48,27673
tier,48,12742
channelmateri,48,5531
laterallyspac,48,4787
verticallyaltern,48,3809
horizontallyelong,48,2058
laterallybetween,48,1573
immediatelylaterallyadjac,48,1570
memoryblock,48,1422
longitudinallyalong,48,623
electr,49,24456416
lengthen,49,17220
electro,49,13982
settl,49,13247
electrif,49,11689
say,49,10442
kilomet,49,8769
nonelectr,49,7692
instantli,49,7647
bare,49,7283
hundr,49,6850
simplif,49,6335
currentcarri,49,5082
orand,49,4980
money,49,4723
motorcar,49,4247
singlesid,49,4053
pcu,49,3807
rug,49,3739
equidist,49,3640
letter,49,3635
furthest,49,3482
disloc,49,3428
powersav,49,3392
steadili,49,3282
mini,49,2795
ina,49,2760
cheap,49,2595
plain,49,2594
electricallycontrol,49,2486
mop,49,2484
eros,49,2427
sothat,49,2317
redesign,49,2309
bd,49,2203
societi,49,2171
thousand,49,2044
windward,49,2021
trolli,49,2006
isus,49,1982
pcba,49,1968
sharpli,49,1932
byth,49,1884
searchlight,49,1850
annual,49,1829
asid,49,1794
twosid,49,1793
concis,49,1760
deepli,49,1712
fiveway,49,1707
themotor,49,1695
burglari,49,1677
sew,49,1609
whenth,49,1558
mute,49,1552
inlaid,49,1487
unilater,49,1484
hydroelectr,49,1470
pier,49,1398
earthquak,49,1384
burnout,49,1331
telegraph,49,1315
hors,49,1265
sawtooth,49,1199
vehiclecarri,49,1141
noninduct,49,1134
fullload,49,1125
bulki,49,1111
bn,49,1086
lightli,49,1060
magnetron,49,1013
multist,49,1008
switchboard,49,1000
acontrol,49,953
poke,49,949
reflux,49,942
intelligent,49,885
assemblag,49,872
pullin,49,860
doublepow,49,859
powersourc,49,827
enginegener,49,826
electricenergi,49,782
reutil,49,781
freezer,49,781
passersbi,49,777
windpow,49,754
fring,49,747
workov,49,724
cellphon,49,709
cordless,49,703
unipolar,49,696
ed,49,693
vehicletogrid,49,682
environmentalfriendli,49,682
pleasur,49,673
crisi,49,672
roadvehicl,49,664
ferrul,49,661
multipow,49,658
comptrol,49,655
weaker,49,653
highreli,49,644
antishak,49,637
semicylindr,49,634
shrunk,49,634
excrement,49,629
homopolar,49,624
lanc,49,619
erod,49,607
doublethrow,49,603
largepow,49,591
transposit,49,589
powerup,49,585
oshap,49,583
livelin,49,576
mainfram,49,573
doublerow,49,568
electricallyconnect,49,564
lockedrotor,49,562
cloudi,49,561
topmount,49,558
currentconduct,49,553
mechatron,49,552
onload,49,547
shaken,49,547
theposit,49,544
kk,49,535
invertor,49,532
lump,49,530
desilt,49,523
ofan,49,521
doublehead,49,518
waveshap,49,517
heavili,49,508
multishaft,49,508
hightens,49,505
vigor,49,503
allaround,49,503
selfprotect,49,500
batterydriven,49,499
df,49,497
preestim,49,492
halfway,49,486
toothshap,49,486
thermion,49,482
prearrang,49,481
oscilloscop,49,477
porcelain,49,476
rodless,49,470
instat,49,468
outerlay,49,463
topof,49,463
theother,49,459
interconnector,49,456
highstabl,49,453
highend,49,452
siemen,49,452
ignitor,49,447
symmetricallydistribut,49,447
largerang,49,439
chimney,49,436
highoutput,49,432
leadin,49,428
irregularli,49,422
batteryless,49,420
sixphas,49,418
selfexcit,49,417
pillow,49,417
signboard,49,416
presser,49,413
kilowatt,49,409
himselfherself,49,409
hn,49,402
antiseism,49,390
thedevic,49,381
unhook,49,381
doublegun,49,379
ruler,49,377
energystor,49,373
blackout,49,370
streetlight,49,366
tariff,49,361
withan,49,361
insol,49,359
fcev,49,358
springcontrol,49,358
selfpowergener,49,354
widebodi,49,352
switchedoff,49,351
funnelshap,49,348
singlepol,49,348
doublesourc,49,345
multidegreeoffreedom,49,342
oilga,49,336
selfstart,49,334
motori,49,332
burglarproof,49,328
twoinon,49,324
siphon,49,322
innerlay,49,321
carport,49,319
nonvehiclemount,49,317
hasth,49,314
highresist,49,311
warmkeep,49,309
oilsav,49,308
maintenancefre,49,308
kwh,49,307
pareto,49,306
vehicleborn,49,305
lowerend,49,304
cat,49,303
twoend,49,302
potshap,49,299
weatherproof,49,298
shackl,49,294
potentiometr,49,292
polepiec,49,292
fromth,49,286
cling,49,285
highgrad,49,279
multimodul,49,277
thecurr,49,276
clearer,49,275
equipotenti,49,273
fourconnectingrod,49,272
otherend,49,272
halfwav,49,270
watthour,49,268
semiclos,49,267
doublebatteri,49,267
worktabl,49,266
antiimpact,49,260
farend,49,259
singlerow,49,257
positiveneg,49,256
turbogener,49,255
doubli,49,255
watersav,49,254
theair,49,254
payingoff,49,254
tumbler,49,253
interlockingli,49,253
heatpreserv,49,253
pev,49,252
microprocess,49,250
laborconsum,49,249
diversif,49,248
vehicles,49,244
powerfeed,49,243
worsen,49,242
isin,49,241
isfix,49,241
vibrationproof,49,239
undu,49,239
alternatorstart,49,239
atleast,49,237
isinstal,49,236
axlebox,49,230
tbl,49,229
themount,49,228
hydrogenelectr,49,224
handlev,49,223
knurl,49,221
dualrotor,49,219
electricitygener,49,216
threesect,49,213
tourism,49,212
isreduc,49,209
tong,49,208
twopol,49,207
sunk,49,204
winwin,49,203
selfweight,49,200
ona,49,199
middlelay,49,197
cent,49,196
windi,49,196
inv,49,195
altogeth,49,194
takingout,49,193
intoth,49,189
electricallyactu,49,188
speedreduct,49,187
earlystag,49,187
systemi,49,187
nonpollut,49,185
ub,49,185
normaltemperatur,49,185
eyelet,49,182
lamphold,49,180
staircas,49,178
emu,49,178
gallop,49,178
sixdegreeoffreedom,49,178
contactmak,49,177
largeload,49,175
wheelsolut,49,175
reducedsolut,49,174
currentcollect,49,173
sunproof,49,173
aktges,49,173
concentricsquareshap,49,172
doubleloop,49,171
acv,49,170
fourdriv,49,170
brushhold,49,169
cattl,49,169
antitoppl,49,169
startingup,49,168
impactresist,49,168
flameproof,49,168
asbesto,49,167
cape,49,167
constantpow,49,167
demould,49,167
aktg,49,167
triaxial,49,166
selfsuct,49,166
thewat,49,166
barrelshap,49,165
infra,49,165
leadfram,49,164
aromatherapi,49,164
wine,49,162
doublepol,49,162
bottomlay,49,161
supplysolut,49,160
thebas,49,160
rue,49,160
subsid,49,159
multiscen,49,159
systemcompris,49,155
telescopicrod,49,154
antioffset,49,153
bionic,49,146
bodybuild,49,143
mainstream,49,142
untim,49,140
seebeck,49,139
wallboard,49,139
gauz,49,135
meantim,49,134
quicken,49,134
streetlamp,49,134
pushandpul,49,133
lowaltitud,49,133
comprisesan,49,133
aggrav,49,130
crisscross,49,130
imbed,49,128
twosect,49,128
difficultli,49,126
desert,49,126
componentssolut,49,126
saloon,49,124
directionsolut,49,124
lowloss,49,123
ballscrew,49,121
nl,49,120
coverpl,49,120
noiseless,49,119
me,49,119
barrow,49,119
overlong,49,118
gbt,49,118
stirrup,49,117
slipr,49,117
excircl,49,117
keyway,49,117
selfreset,49,116
stoppedsolut,49,116
villag,49,115
bottommost,49,115
uninterruptedli,49,115
pistonrod,49,114
sensorsolut,49,114
membersolut,49,114
wb,49,113
selfinduct,49,113
men,49,113
sidesolut,49,113
bros,49,113
decibel,49,112
wheelssolut,49,112
blocki,49,112
bg,49,111
insepar,49,110
vehiclesth,49,110
zeroemiss,49,110
mpv,49,110
environmentprotect,49,110
thereofsolut,49,110
largetonnag,49,109
lace,49,109
delic,49,108
enorm,49,108
doorshap,49,108
enthusiasm,49,108
convenientto,49,108
chare,49,107
driving,49,107
singleperson,49,107
selfcircul,49,107
possiblesolut,49,107
stm,49,107
ki,49,106
occurssolut,49,106
elektrycznych,49,106
boxi,49,105
sleeveshap,49,105
smc,49,105
coldchain,49,105
plateand,49,105
doublewind,49,104
firstlay,49,104
secondlay,49,104
highintegr,49,104
emissionreduc,49,104
batteryi,49,104
electricautomobil,49,104
basement,49,103
headtotail,49,103
theoutput,49,103
photocoupl,49,102
backboard,49,102
selfbal,49,102
multimodel,49,102
spacesolut,49,102
somatosensori,49,102
change,49,101
leadingin,49,101
ptswt,49,101
drivingcontrol,49,101
zebra,49,101
airdri,49,101
tighter,49,100
complaint,49,100
secondclass,49,100
transmissionsolut,49,100
hydropow,49,75
mechanicalelectr,49,62
flashov,49,60
carmount,49,60
hybridtyp,49,58
electrician,49,58
giant,49,57
iec,49,57
dowel,49,56
axialflow,49,56
selfsuppli,49,56
circuitsolut,49,56
vehicleload,49,55
heavycurr,49,54
cotter,49,54
slop,49,53
electricquant,49,53
supply,49,52
noninsul,49,52
digitalanalog,49,52
preembed,49,52
affair,49,52
hairbrush,49,52
vehiclesin,49,52
attachabledetach,49,51
closedcircuit,49,51
inscrib,49,51
loadsid,49,51
doublefac,49,51
mediumhigh,49,51
eletr,49,51
trolleybu,49,51
unsteadi,49,51
platetyp,49,51
fourwir,49,51
componentsolut,49,51
quickplug,49,51
smallpow,49,50
herringbon,49,50
alli,49,50
prompter,49,50
dozen,49,50
themov,49,50
vpp,49,50
whichar,49,50
anair,49,50
themiddl,49,50
theadvantag,49,50
plugboard,49,50
messi,49,50
wechat,49,50
underth,49,50
equip,50,3525511
emerg,50,547270
fire,50,428746
extinguish,50,128443
spread,50,100062
firefight,50,32127
disast,50,29679
fight,50,27747
forest,50,7680
bomb,50,3391
highris,50,1712
fireextinguish,50,1593
hydrant,50,452
wildfir,50,240
unfir,50,50
type,84,2727113
split,84,169930
concern,51,202335
die,51,144838
pour,51,54987
de,51,41707
fr,51,26023
au,51,17441
da,51,17379
ein,51,16942
der,51,16936
und,51,15759
mit,51,13017
et,51,12870
einer,51,12861
einem,51,11936
ist,51,11752
en,51,11673
einen,51,10568
un,51,10519
wobei,51,10294
du,51,10150
le,51,10025
von,51,9611
une,51,9026
erfindung,51,8502
dem,51,8437
zur,51,7889
betrifft,51,7008
zum,51,6961
im,51,6858
lectriqu,51,6676
den,51,6566
elektrisch,51,6068
wird,51,6067
es,51,5446
par,51,5246
verfahren,51,4941
vhicul,51,4922
auf,51,4918
zu,51,4872
sind,51,4188
elektrischen,51,4169
dun,51,4099
dass,51,4038
oder,51,3991
compren,51,3856
aufweist,51,3591
est,51,3528
dan,51,3489
durch,51,3413
moin,51,3215
ersten,51,3134
ber,51,2885
angeordnet,51,2793
fahrzeug,51,2750
umfasst,51,2670
zweiten,51,2590
comport,51,2528
zumindest,51,2334
dune,51,2272
werden,51,2261
dispositif,51,2207
um,51,2191
bei,51,2135
elektrofahrzeug,51,2093
zwischen,51,2065
sur,51,2021
erst,51,2014
tant,51,2003
mindesten,51,1970
linvent,51,1914
verbunden,51,1912
insbesonder,51,1861
systm,51,1843
undod,51,1786
mittel,51,1784
entr,51,1754
ou,51,1693
comprend,51,1618
welch,51,1618
zweit,51,1564
ausgebildet,51,1536
sowi,51,1469
wenigsten,51,1431
procd,51,1407
kraftfahrzeug,51,1401
avec,51,1376
sich,51,1342
jeweil,51,1237
moyen,51,1230
zwei,51,1227
umfassend,51,1136
vorgesehen,51,1001
que,51,904
laden,51,898
moteur,51,845
ledit,51,803
sont,51,768
tre,51,759
vorrichtung,51,710
courant,51,688
chaqu,51,678
deux,51,671
premier,51,636
mehrer,51,630
ferner,51,598
qui,51,555
aliment,51,546
prsent,51,538
ladit,51,459
partir,51,452
dtermin,51,424
daliment,51,411
puissanc,51,406
weist,51,403
fonction,51,402
selon,51,388
dnergi,51,379
eingerichtet,51,375
premir,51,356
dadurch,51,352
derart,51,288
kann,51,284
deuxim,51,283
ladest,51,281
electriqu,51,265
vehicul,51,263
aufweisend,51,223
unter,51,216
sorti,51,212
maschin,51,208
valeur,51,203
vorliegend,51,161
energiespeich,51,158
dazu,51,153
proced,51,104
dudit,51,101
abhngigkeit,51,100
elektromotor,51,51
structur,52,6300216
integr,52,2624456
design,52,2192808
compact,52,612422
simplifi,52,349349
packag,52,331798
modular,52,297199
framework,52,176587
layout,52,126298
lightweight,52,119260
prefabr,52,10829
microelectron,52,3562
twolay,52,1765
threelay,52,1449
compactor,52,1250
asic,52,543
cathodeseparatoranod,52,331
metalorgan,52,308
metallograph,52,119
mof,52,113
lamellar,52,55
line,53,2438191
wire,53,2202814
flexibl,53,1141476
board,53,1134969
cabl,53,1058730
lead,53,886593
shield,53,455675
interfer,53,352342
har,53,315819
junction,53,154783
wrap,53,150371
overhead,53,125649
sheath,53,97608
laid,53,89776
pcb,53,76325
twist,53,72144
lay,53,56226
protector,53,49043
bundl,53,47188
buri,53,44478
pantograph,53,32036
outgo,53,20970
braid,53,12182
ribbon,53,6876
catenari,53,2875
multicor,53,2253
inhaul,53,1797
fpc,53,1525
wh,53,658
terminalequip,53,386
antielectromagnet,53,283
electricwir,53,107
enabl,84,1871504
disabl,84,135495
vibrat,54,833594
absorb,54,684674
suspens,54,563956
shock,54,440797
absorpt,54,247146
suspend,54,214797
damper,54,166417
stiff,54,57527
dampen,54,20332
vibratori,54,7214
antielectr,54,340
accord,55,8394334
diagram,55,23772
schemat,55,920
niobiumtitanium,55,267
gener,56,8342583
nois,56,599990
cancel,56,137234
attenu,56,99225
superimpos,56,55173
impuls,56,33617
nearli,56,23456
nvh,56,19409
harsh,56,9628
windmil,56,1785
lownois,56,1655
superimposit,56,638
beltdriven,56,593
perpetu,56,270
antinois,56,261
microturbin,56,55
remov,57,1382003
cut,57,603223
tool,57,601124
portabl,57,543742
advanc,57,520186
instrument,57,383770
repair,57,181136
handheld,57,70102
cartridg,57,63200
interchang,57,61541
trim,57,54622
tree,57,53228
selfcontain,57,47371
blank,57,39712
multipurpos,57,31244
surgic,57,31241
mower,57,24470
lawn,57,19776
saw,57,14298
stapl,57,13402
grass,57,9315
mow,57,8987
anvil,57,5955
trimmer,57,1157
articulat,57,543
stapler,57,249
fell,57,104
christma,57,51
limit,39,2169848
electron,58,3118864
compon,58,3051914
note,58,11586
subcompon,58,2811
epap,58,451
backillumin,58,211
one,59,16247564
least,59,9519010
anoth,59,1726359
partial,59,889743
partli,59,101380
yet,59,61595
distinct,59,59105
consecut,59,37157
and,59,20813
largest,59,16766
inch,59,15994
twice,59,15691
likewis,59,13881
warp,59,12254
heatabl,59,10451
smallest,59,9110
wholli,59,8459
isar,59,7564
nonzero,59,7368
subdivid,59,7173
appar,59,7092
activat,59,6307
furnitur,59,5905
stripe,59,5700
ms,59,5302
embrac,59,5290
basepl,59,5250
laminar,59,4985
comb,59,4651
none,59,4611
fluidtight,59,4558
ci,59,4363
ski,59,4350
twopart,59,4346
at,59,3873
snowmobil,59,3866
predominantli,59,3856
multicompon,59,3570
magazin,59,3536
vertex,59,3527
selfsupport,59,3481
mid,59,3435
seab,59,3387
interposit,59,3355
herebi,59,3082
oscillatori,59,3069
thereupon,59,2974
longest,59,2804
shall,59,2760
lb,59,2598
revis,59,2593
helix,59,2498
spacesav,59,2473
elementari,59,2407
subregion,59,2380
feedthrough,59,2333
topographi,59,2311
radii,59,2257
energiz,59,2218
intensifi,59,2199
multipart,59,2167
slat,59,2159
superstructur,59,2157
neighbour,59,2156
ll,59,2150
tl,59,2127
pre,59,2112
nonplanar,59,2111
md,59,1965
ea,59,1902
passthrough,59,1861
electricelectron,59,1848
hr,59,1831
throughopen,59,1694
tn,59,1685
timedepend,59,1670
settabl,59,1667
stackabl,59,1609
oili,59,1550
ax,59,1538
meander,59,1517
longrang,59,1487
rollabl,59,1470
ds,59,1418
ae,59,1409
rt,59,1374
ld,59,1359
crest,59,1340
subarea,59,1329
tub,59,1324
undercut,59,1305
subgroup,59,1288
millisecond,59,1274
substructur,59,1261
pound,59,1256
gastight,59,1205
pendant,59,1202
lr,59,1186
nn,59,1184
semirigid,59,1162
iri,59,1154
userdefin,59,1153
gross,59,1127
walkway,59,1108
ww,59,1096
rp,59,1075
shim,59,1067
interspac,59,1062
singlepiec,59,1045
centimet,59,1042
temperaturedepend,59,1034
chronolog,59,1026
pliabl,59,1023
prefix,59,995
radiograph,59,982
whereof,59,943
areal,59,942
devoid,59,916
twenti,59,877
thereat,59,829
vibrationdamp,59,826
protuber,59,820
forcetransmit,59,802
sheetmet,59,798
redundantli,59,779
darken,59,778
curvilinear,59,757
whereat,59,755
lightsensit,59,746
whereon,59,732
andat,59,732
coextens,59,719
lamella,59,718
bf,59,690
energyrel,59,674
ln,59,669
footwear,59,644
rn,59,643
prespecifi,59,628
butyl,59,606
openend,59,567
nonposit,59,555
immisc,59,554
fp,59,546
sorption,59,536
predomin,59,508
gasperm,59,472
captiv,59,467
phosphin,59,445
forcefit,59,440
realis,59,438
somewhat,59,435
overmould,59,427
weft,59,407
hg,59,405
amphibian,59,394
andwherein,59,379
alumin,59,377
tabular,59,364
gasfil,59,357
topsid,59,336
electricalelectron,59,331
piezoceram,59,288
gait,59,284
infe,59,254
phr,59,219
safetyrelev,59,174
polymeris,59,173
wallpap,59,166
halfshel,59,163
single,59,163
pyrophosph,59,124
fdm,59,111
deactivat,59,111
terminu,59,101
stationarili,59,61
juxtaposit,59,61
unsupport,59,56
timeslot,59,54
limpo,59,54
posit,60,8830887
move,60,3986355
open,60,3904677
close,60,2831742
rel,60,2537280
actuat,60,2366185
movement,60,1923122
lock,60,1590978
secur,60,1388677
arm,60,1262816
releas,60,1177254
door,60,1011188
pivot,60,946563
link,60,904718
motion,60,887713
displac,60,774184
permit,60,560006
lever,60,553749
linear,60,546927
fulli,60,454329
rais,60,433774
retract,60,426915
stationari,60,340077
unlock,60,326935
deploy,60,302394
elev,60,289258
rest,60,277865
trailer,60,250966
linkag,60,242295
tension,60,240777
tilt,60,232557
latch,60,204637
manipul,60,183707
articul,60,174245
freeli,60,166622
moveabl,60,154196
grip,60,145138
interlock,60,136539
tow,60,135588
closur,60,129162
tractor,60,124910
restrain,60,122136
ramp,60,93211
bia,60,87849
catch,60,85763
finger,60,81460
assum,60,80415
boom,60,79920
pawl,60,77200
deck,60,74329
dock,60,73240
linearli,60,71778
collaps,60,71656
flap,60,62891
rock,60,61879
selfpropel,60,61611
shutter,60,58953
obstruct,60,58575
mountabl,60,56485
openingclos,60,54767
lost,60,52726
hitch,60,51015
swivel,60,50540
stow,60,49900
restraint,60,48050
constrain,60,46711
position,60,42045
withdraw,60,39201
ram,60,38070
overrid,60,33073
grasp,60,32323
effector,60,31388
mast,60,29722
inop,60,29401
stick,60,28493
detent,60,26483
withdrawn,60,26311
conceal,60,25760
grill,60,23179
immobil,60,22856
underneath,60,22773
springload,60,22521
arrest,60,19385
bow,60,18533
whereupon,60,17967
retractor,60,17898
striker,60,17206
pendulum,60,16946
tailgat,60,16625
tiltabl,60,15233
gripper,60,14484
limb,60,14322
openclos,60,14036
stuck,60,12623
unlatch,60,12322
rig,60,12114
pushbutton,60,12094
toggl,60,11996
unless,60,11943
reposit,60,11871
sunroof,60,11447
amus,60,11445
pinch,60,11327
hatch,60,10686
reclin,60,10571
uncov,60,10439
joystick,60,10416
bale,60,10340
seatbelt,60,10246
actuabl,60,10166
alongsid,60,9932
swung,60,9916
lockabl,60,9436
semitrail,60,9218
hingedli,60,8802
sideway,60,8404
microswitch,60,8131
closabl,60,8068
slack,60,7662
parallelogram,60,7360
guideway,60,6954
pretens,60,6917
multiaxi,60,5577
bistabl,60,5452
bowden,60,5450
slideabl,60,4977
unblock,60,4841
coact,60,4578
inadvert,60,4387
baler,60,4286
bellcrank,60,4224
plow,60,4200
caught,60,3876
stowag,60,3791
louver,60,3613
quadrant,60,3243
drawbar,60,3102
electricallyoper,60,2862
locker,60,2836
fourbar,60,2668
sma,60,2619
tractortrail,60,2379
thumb,60,2289
lockingunlock,60,2276
doorway,60,2226
poweroper,60,2174
slideout,60,1969
towabl,60,1958
stern,60,1761
springbias,60,1533
interengag,60,1466
liftgat,60,1024
stowabl,60,1022
reclos,60,1007
chock,60,975
stacker,60,973
cinch,60,950
fro,60,913
hay,60,663
openedclos,60,617
mnm,60,475
multilink,60,403
reopen,60,395
nonactu,60,394
overcent,60,234
dooropen,60,194
lockunlock,60,193
unactu,60,187
protract,60,173
doorlock,60,170
undeploy,60,145
closeabl,60,122
positon,60,112
prelock,60,108
unsecur,60,65
nonlock,60,62
undock,60,62
pitman,60,52
fullyopen,60,50
appli,61,3023111
vice,61,47888
versa,61,38979
relax,61,27246
applic,62,2495039
variou,62,1638067
suitabl,62,1434487
wide,62,537592
etc,62,491468
automot,62,405208
especi,62,385138
industri,62,362452
natur,62,312490
commerci,62,226494
mani,62,173584
scale,62,157345
live,62,126647
offer,62,89590
suit,62,73965
possess,62,59220
scope,62,28110
militari,62,27699
offic,62,23622
versatil,62,22015
civil,62,10494
aerospac,62,7217
therefor,26,1789752
certain,24,765755
extent,24,211827
greatest,24,16563
area,63,2422542
park,63,1019453
enter,63,873836
garag,63,105275
lot,63,100783
temporari,63,89007
entranc,63,79492
stall,63,44233
stereo,63,37346
multistori,63,265
nonpark,63,134
ground,64,1400785
platform,64,1045374
unman,64,907768
aerial,64,847522
blade,64,416841
aircraft,64,408271
propel,64,397992
propuls,64,373264
land,64,336686
flight,64,309940
inspect,64,308198
abil,64,254125
graviti,64,231560
wing,64,202994
thrust,64,192659
float,64,187202
fli,64,174859
pitch,64,146124
drag,64,139700
cruis,64,138069
takeoff,64,127548
ship,64,122092
launch,64,91980
uav,64,86425
shoot,64,83056
tower,64,79903
underwat,64,75753
payload,64,71216
terrain,64,67013
attitud,64,65911
fuselag,64,60672
aerodynam,64,58868
marin,64,56166
survey,64,50297
altitud,64,48459
orbit,64,46451
boat,64,43080
airborn,64,37619
hull,64,32287
sea,64,32253
patrol,64,30950
maneuver,64,29493
tether,64,29285
man,64,27739
airplan,64,26061
shot,64,23333
airport,64,20866
buoyanc,64,20831
hover,64,19893
vtol,64,17468
thruster,64,16831
aviat,64,16809
craft,64,16193
explor,64,15917
cockpit,64,15411
spacecraft,64,15375
seismic,64,14457
projectil,64,14447
pod,64,14278
watercraft,64,14208
multirotor,64,13535
paddl,64,13367
helicopt,64,13040
rocket,64,12759
ocean,64,12417
amphibi,64,11668
taxi,64,10756
descent,64,9730
airfram,64,8410
crew,64,8260
moor,64,7556
rudder,64,7378
propulsor,64,7291
launcher,64,6299
offshor,64,6104
runway,64,6068
photographi,64,5840
submarin,64,5681
nacel,64,5329
parachut,64,4935
fixedw,64,4427
empennag,64,3946
